"","Crop Code","Crop Name","Crop Type Name","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"872","0102","GRASS","WHEELER BLUEGRASS",NA,NA,175.5,158.9,158.9,2.99,2.99,1.86,NA,NA
"873","0102","GRASS","WHITE PRAIRIE CLOVER",139.24,302.83,535.15,553.02,570.23,460.27,1295.93,2020.82,1968.43,1303.04
"874","0102","GRASS","WILD BERGAMOT",2.6,4.1,41.2,NA,2.58,NA,NA,8.5,9.42,5
"875","0102","GRASS","WILMON LOVEGRASS",24548.8,27581.7,31218.72,30753.27,29371.2,32345.81,34412.65,33690.16,31814.073,33290.813
"876","0102","GRASS","YELLOW BLUESTEM",145104.94,190957.26,100389.82,98726.75,106734.48,106060.45,102432.82,102988.13,85951.21,89573.16
"877","0102","GRASS","ZOYSIA",66947.2,33911.68,16903.43,18775.16,17411.22,16737.42,16202.84,24082.3,24462.16,21854.37
"878","0104","ASPARAGUS","NULL",NA,NA,NA,36203.61,NA,NA,NA,NA,NA,NA
"879","0104","ASPARAGUS",NA,24285.16,23776.09,34440.48,NA,33073.07,30963.3,26065.114,22592.3369,22392.5939,20294.17
"880","0105","IDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,4876545.1871,5425698.1408
"881","0105","TURN AREAS","NULL",NA,NA,NA,768408.71,NA,NA,NA,NA,NA,NA
"882","0105","TURN AREAS",NA,706656.71,728775.6,771310.02,NA,752404.18,793977.07,830089.3197,853765.7462,NA,NA
"883","0106","AVOCADOS","NULL",NA,NA,NA,3254.05,NA,NA,NA,NA,NA,NA
"884","0106","AVOCADOS",NA,3487.39,2037.91,3728.88,NA,3672.63,2993.46,2685.2,2818.8,2095.368,6050.7212
"885","0108","BLUEBERRIES","HIGHBUSH",18195.75,18411.12,32707.69,33257.96,36851.46,35372.1,40372.158,42532.1031,45854.2103,48076.6132
"886","0108","BLUEBERRIES","LOW BUSH BLUEBERRIES",18379.06,17804.31,12313.56,7093.58,9776.88,10279.36,6723.85,9074.8135,12470.58,16680.75
"887","0108","BLUEBERRIES","RABBITEYE BLUEBERRIES",7721.93,7285.66,13683.31,14294.43,17436.77,18499.7,19596.96,19853.31,20256.8,20064.86
"888","0110","BROCCOLI","NULL",NA,NA,NA,53963.78,NA,NA,NA,NA,NA,NA
"889","0110","BROCCOLI",NA,27385.32,26622.5,53601.28,NA,46239.61,44894.57,48431.4384,50042.8586,47054.0443,52161.4949
"890","0111","BAMBOO SHOOTS","NULL",NA,NA,NA,433.17,NA,NA,NA,NA,NA,NA
"891","0111","BAMBOO SHOOTS",NA,218.44,218.44,486.88,NA,5.67,2.66,2.38,2.17,3.57,11.37
"892","0112","BRUSSEL SPROUTS","NULL",NA,NA,NA,1489.03,NA,NA,NA,NA,NA,NA
"893","0112","BRUSSEL SPROUTS",NA,716.08,654.86,1398.92,NA,611.42,1724.56,1399.436,419.1164,553.8258,530.4673
"894","0114","BUCKWHEAT","NULL",NA,NA,NA,42610.37,NA,NA,NA,NA,NA,NA
"895","0114","BUCKWHEAT",NA,27019.45,37666.36,48115.16,NA,27615.79,30131.36,45951.096,33345.287,30234,24046.432
"896","0116","CABBAGE","CHOY SUM CABBAGE",880.86,992.35,1057.23,1009.71,448.63,985.69,417.9,360.293,248.9869,411.9488
"897","0116","CABBAGE","HYBRID CABBAGE",40703.81,40431.54,55047.27,53433.56,45047.24,47320.36,44866.0301,45967.8225,45823.2242,41363.1538
"898","0116","CABBAGE","NAPA CABBAGE",3305.72,3458.14,5282.36,2625.54,4054.28,5162.44,6563.4268,7703.2403,5429.8412,5084.4943
"899","0116","CABBAGE","OPEN POLLINATED",378.41,478.41,1224.5,486.57,419.78,486.17,682.3276,379.4704,2634.2932,2360.2324
"900","0116","CABBAGE","RED CABBAGE",2017.79,2287.07,5012.94,4152.99,3871.33,3620.55,3663.256,4684.9321,4902.4189,4793.1258
"901","0116","CABBAGE","SAVOY",164.53,167.08,469.11,317.32,310.63,340.72,251.35,874.8108,672.828,635.8512
"902","0120","CARROTS","HYBRID",40634.75,41173.53,78603.29,72485.39,67083.65,69238.94,77802.0841,78836.7996,67280.3448,71082.6202
"903","0120","CARROTS","MINI",11286.53,9080.36,8216.56,10902.2,16877.32,7935.78,6771.48,5134.12,4244.13,3775.8587
"904","0120","CARROTS","OPEN POLLINATED",3480.09,3678.04,5038.97,11751.23,14361.69,7583.33,5968.4904,7363.8346,7143.8088,2334.959
"905","0124","CAULIFLOWER","NULL",NA,NA,NA,14742.03,NA,NA,NA,NA,NA,NA
"906","0124","CAULIFLOWER",NA,7781.69,7433.27,14596.84,NA,12922.72,13555.5,14076.409,15497.8463,16284.6224,17661.4801
"907","0125","FORAGE SOYBEAN/SORGHUM","NULL",NA,NA,NA,2781.78,NA,NA,NA,NA,NA,NA
"908","0125","FORAGE SOYBEAN/SORGHUM",NA,13424.42,7828.68,4608.61,NA,7212.17,7065.01,1953.53,4239.9,2517.68,3939.45
"909","0126","CELERY","NULL",NA,NA,NA,4078.74,NA,NA,NA,NA,NA,NA
"910","0126","CELERY",NA,3643.79,2143,4691.89,NA,3733.94,3897.83,4172.275,4571.4152,4486.1336,4327.3832
"911","0127","GROUND CHERRY","CHINESE LANTERN PLANT",NA,NA,NA,0.65,0.13,33,38.95,42.121,31.403,17.99
"912","0127","null","CHINESE LANTERN PLANT",NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"913","0128","CHERRIES","CHOCKCHERRY",0.64,2.26,7.64,3.51,3.12,9.42,8.728,5.96,0.92,8.59
"914","0128","CHERRIES","JAMAICA",NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.36
"915","0128","CHERRIES","SWEET",38349.79,35431.76,61246.56,59447.99,62494.52,53329.59,51057.973,47266.0532,46058.4577,45982.1133
"916","0128","CHERRIES","TART",36292.75,34917.65,34599.27,38788.52,39273.85,37050.83,38158.29,38574.7739,34336.265,34032.212
"917","0129","RAPESEED","CAF",NA,NA,NA,NA,NA,NA,NA,533.61,NA,NA
"918","0129","RAPESEED","CARINATA/ETHIOPIAN MUSTARD  FALL",NA,NA,NA,NA,NA,NA,NA,NA,4410.6,4933.11
"919","0129","RAPESEED","CARINATA/ETHIOPIAN MUSTARD  SPRING",NA,NA,NA,NA,NA,NA,NA,NA,1729.32,795.6
"920","0129","RAPESEED","CAS",NA,NA,NA,NA,NA,NA,77.4,157.26,NA,NA
"921","0129","RAPESEED","NULL",NA,NA,NA,10565.04,NA,NA,NA,NA,NA,NA
"922","0129","RAPESEED",NA,964.71,2828.13,4446.19,NA,15868.12,25967.27,34272.65,15413.22,14288.43,6476.75
"923","0130","MUSTARD","BROWN",1047.6,237.2,649.6,540.48,717.54,934.05,584.27,1854.25,1863.76,9626.04
"924","0130","MUSTARD","ORIENTAL",1462.1,262.3,1718.72,1497.7,407.62,633.49,2843.42,2625.9688,7951.665,4292.34
"925","0130","MUSTARD","YELLOW",47271.71,47037.12,24518.8,49894.25,44677.75,32613.16,39620.995,97736.15,94666.76,91221.1406
"926","0131","SPELT",NA,NA,NA,NA,NA,NA,NA,NA,NA,9996.51,8588.25
"927","0131","SPELTZ","NULL",NA,NA,NA,10497.06,NA,NA,NA,NA,NA,NA
"928","0131","SPELTZ",NA,17163.99,17665.15,17643.5,NA,11044.54,11227.93,15798.872,17365.73,NA,NA
"929","0132","CUCUMBERS","COMMON",22088.99,24486.14,36492.86,33785.58,27506.24,20924.08,27524.6896,30550.9339,26637.0949,25616.4519
"930","0132","CUCUMBERS","ENGLISH",4997.02,3944.15,5944.19,2988.22,2750.46,3646.16,3288.16,3163.52,1596.7701,1805.8169
"931","0132","CUCUMBERS","PICKLING",79664.03,70642.86,85211.71,80857.83,77250.27,77137.02,84105.1652,84146.7874,84859.4357,71389.9885
"932","0133","EMMER","NULL",NA,NA,NA,117.58,NA,NA,NA,NA,NA,NA
"933","0133","EMMER",NA,91.12,682.49,74.32,NA,133.36,399.42,720.26,644.99,1354.54,1285.36
"934","0134","GUAR","NULL",NA,NA,NA,26564.24,NA,NA,NA,NA,NA,NA
"935","0134","GUAR",NA,3476.1,3701.9,2631.7,NA,98119.77,8244.38,4905.87,16746.14,26409.94,14580.16
"936","0136","EINKORN","NULL",NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA
"937","0136","EINKORN",NA,NA,0.3,40.43,NA,161.55,240.2,435.59,279.19,362.95,133.25
"938","0138","HOPS","NULL",NA,NA,NA,14445.68,NA,NA,NA,NA,NA,NA
"939","0138","HOPS",NA,13114.08,11016.08,16370.2,NA,17516.44,20868,22771.302,15170.0408,22867.5874,31329.5734
"940","0140","LETTUCE","BIBB",18.46,176.67,303.6,42.34,5.07,387.81,1813.364,160.2708,323.9222,2.8912
"941","0140","LETTUCE","BOSTON",860.68,147.27,103.28,551.38,41.78,189.16,60.068,51.135,53.85,37.506
"942","0140","LETTUCE","BUTTERHEAD",564.21,1546.74,5987.63,504.67,1476.6,540.85,1338.7612,821.7702,10702.1603,507.0518
"943","0140","LETTUCE","CRISPHEAD",40954.87,45777.2,89941.97,96951.42,89244.53,84208.77,77203.8774,79304.0611,82472.8396,76512.1428
"944","0140","LETTUCE","LEAF LETTUCE",16510.49,15738.81,25373.77,36740.75,42269.76,41967.47,32312.3505,38595.5071,18029.51,29069.0481
"945","0140","LETTUCE","ROMAINE LETTUCE",18165.91,22249.98,54098.94,42780.88,39599.94,44631.69,48548.4898,57482.8313,60736.1348,57479.501
"946","0142","ONIONS","BUNCHING",520.86,1044.79,691.19,261.7,350.7,381.04,378.727,1123.7076,381.1585,322.7118
"947","0142","ONIONS","FALL PLANTED WHITE & YELLOW",1249.29,1518.6,16472.55,7925.03,7967.5,8022.88,8972.41,10138.06,21133.388,16800.49
"948","0142","ONIONS","GREEN",912.99,994.51,1491.1,741.78,314.31,519.98,523.952,825.2464,668.598,766.3706
"949","0142","ONIONS","HYBRID",20386.52,18660.78,13246.67,17448.33,13180.94,14280.6,7799.591,4189.1348,7174.5296,14330.7187
"950","0142","ONIONS","LITTLE WHITE PEARL",123.3,250.91,106.4,427.4,611.6,381.95,166.76,673.9648,60.24,172.09
"951","0142","ONIONS","OPEN POLLINATED",436.1,817.87,2111.08,1816,2680.17,2934.46,3105.67,4390.77,2449.85,1483.686
"952","0142","ONIONS","REDS",9560.64,8885.79,22525.13,16376.01,19397.59,23296.71,23089.155,24557.5028,21943.4379,26523.3541
"953","0142","ONIONS","STORAGE",2765.32,3614.16,9096.64,10636.6,8997.93,7037.71,7499.91,8481.2009,6516.7168,4784.7426
"954","0142","ONIONS","SWEET EARLY",15068.57,15932.09,36049.1,43706.3,38983.65,41156.75,40998.608,47301.075,27226.574,22999.1524
"955","0142","ONIONS","SWEET LATE",568.71,421.78,738.06,603.12,734.05,233.24,424.79,437.173,401.68,722.9165
"956","0142","ONIONS","TOKYO LONG WHITE BUNCH",NA,0.09,57.58,11.26,39.56,11.24,0.025,1.26,NA,NA
"957","0142","ONIONS","WHITES",19497.21,16368.13,42884.06,35044.81,39040.5,34113.41,32773.9036,35733.0376,33364.2695,33290.7514
"958","0142","ONIONS","YELLOW HYBRID",73659.32,73957.78,130893.06,110237.79,120073.5,110017.21,112389.855,116662.365,119475.0675,123185.5486
"959","0143","ARONIA (CHOKEBERRY)","NULL",NA,NA,NA,431,NA,NA,NA,NA,NA,NA
"960","0143","ARONIA (CHOKEBERRY)",NA,56.5,73.54,239.95,NA,607.49,764.59,1448.5,1959.543,2268.28,2264.35
"961","0144","PEARS","ANJOU PEARS",1961.15,2174.71,6580.4,3370.01,4178.91,4082.41,4743.76,4649.812,4849.672,5062.352
"962","0144","PEARS","ASIAN PEARS",1293.53,1232.34,2005.7,1844.61,1845.24,1731.73,1937.1,749.08,700.0549,651.9915
"963","0144","PEARS","BOSC PEARS",1360.74,1955.78,2877.43,2247.45,2408.61,2234.01,1924.63,2086.4575,2131.8961,2260.6261
"964","0144","PEARS","COMICE",163.54,290.98,385.56,276.96,283.84,219.06,195.4,202.6,228.02,221.821
"965","0144","PEARS","COMMON",2720.03,870.27,1249.73,1010.02,1150.28,1329.71,1440.07,1066.386,1117.067,1343.023
"966","0144","PEARS","GREEN BARTLETT",4564.83,4752.42,11560.69,9027.04,9064.96,7810.73,7982.89,8125.6416,8222.8727,8035.0977
"967","0144","PEARS","SPECIALITY",268.43,514.98,943.41,691.78,847.33,694.62,444.07,706.301,746.033,500.743
"968","0146","PECANS","IMPROVED PECANS",176776.15,173896.3,267656.77,263681.56,293409.19,288540.01,289279.16,316382.41,345973.92,358276
"969","0146","PECANS","NATIVE PECANS",101944.51,93208.12,89346.12,87864.4,86246.45,84568.49,85470.98,82524.75,78100.52,75981.987
"970","0147","PUMPKINS","CHINESE PUMPKINS",31.21,65.42,22.32,44.59,25.43,47.08,25.31,198.558,177.855,189.96
"971","0147","PUMPKINS","CIN",NA,NA,NA,NA,NA,NA,380.52,258.31,NA,NA
"972","0147","PUMPKINS","CINDERELLA",NA,NA,NA,NA,NA,NA,NA,NA,530.0574,462.2971
"973","0147","PUMPKINS","CUSHAW",122.63,250.13,482.17,181.61,177.95,221.31,193.32,778.15,253.415,188.0293
"974","0147","PUMPKINS","GHOST",245.44,185.84,205.01,471.5,294.85,343.97,335.65,399.0857,996.4013,776.4654
"975","0147","PUMPKINS","HOWDEN PUMPKINS",15199.7,16618.28,21756,19972.83,14634.96,14042.48,16548.0188,20906.2252,19482.0839,15055.7494
"976","0147","PUMPKINS","JACK-O-LANTERN",34399.61,36275.16,44707.59,46408.48,45522,43923.87,47444.3,53995.53,51250.5791,52661.5396
"977","0147","PUMPKINS","KOBACHA/CALABAZA",854.98,738.93,1883.7,1279.28,882.83,1139.99,1224.994,1002.772,1074.175,473.921
"978","0147","PUMPKINS","MAMMOTH",475.33,615.47,1230.45,443.81,321.22,417.21,333.874,1355.6112,315.8471,339.485
"979","0147","PUMPKINS","MINI PUMPKINS",1988.21,1883.06,2055.33,2402.84,2188.83,1650,2215.288,3382.5701,2642.8874,2660.5093
"980","0147","PUMPKINS","SUGAR",6761.67,7893.47,12139.46,11538.66,8021.35,8673.94,11265.196,13426.3542,12911.0804,8605.8979
"981","0148","RADISHES","CHINESE",1079.76,831.44,2197.56,2197.14,1029.39,1543.8,871.8408,1906.679,500.043,208.546
"982","0148","RADISHES","DAIKON",594.06,1461.44,1926.43,14755.72,16857.19,17342.97,12127.833,12721.4508,2081.899,2733.193
"983","0148","RADISHES","GRAZA",NA,NA,NA,NA,NA,NA,NA,NA,11,1.96
"984","0148","RADISHES","HYBRID",6015.81,4056.85,6683.11,9916.07,13870.95,17948.35,18414.6522,20273.3323,6147.952,4819.9937
"985","0148","RADISHES","KOREAN",633.48,639,1063.96,453.84,1193.19,1386.36,1146.68,1443.351,1130.51,1108.78
"986","0148","RADISHES","OILSEED",440.56,502,2314.34,4080.58,5620.43,6254.24,5267.91,6021.87,1109.1,773.42
"987","0148","RADISHES","OPEN POLLINATED",2373.38,2436.84,3866.17,7374.63,9448.37,4822.22,3416.9614,3574.9641,3774.635,3822.0744
"988","0154","STRAWBERRIES","NULL",NA,NA,NA,27034.53,NA,NA,NA,NA,NA,NA
"989","0154","STRAWBERRIES",NA,18093.69,16596.17,27119.02,NA,27298.72,23686.14,21470.683,19803.3667,17765.1623,18215.0451
"990","0155","SQUASH","ACORN SQUASH",1463.27,1287.41,2116.6,1653.65,1582.88,1505.36,1703.2427,1815.3201,1359.3458,1698.2382
"991","0155","SQUASH","BANANA",52.6,31.4,80.6,73.32,112.77,22.22,5.0992,5.782,68.19,17.542
"992","0155","SQUASH","BITTERMELON SQUASH",14.7,23.63,46.91,38.63,45.46,43.13,33.71,27.056,12.262,48.132
"993","0155","SQUASH","BUTTERCUP",454.02,447.35,390.61,575.22,367.25,386.7,573.9145,682.511,378.3964,493.457
"994","0155","SQUASH","BUTTERNUT SQUASH",4610.44,5049.93,8152.98,7800.17,6583.1,5965.23,7435.5823,8557.5493,6842.2261,7847.0791
"995","0155","SQUASH","CHAYOTE",38.75,39.5,63.5,39.5,37.01,32.94,32.22,3.1784,0.01,0.882
"996","0155","SQUASH","CROOKNECK",502.12,483.48,1513.35,1432.75,1877.39,861.22,1868.185,2393.4907,3386.0447,1331.2121
"997","0155","SQUASH","DUNGUA",6.82,6.7,0.7,1,0.07,NA,3.71,NA,6.2,5.92
"998","0155","SQUASH","MOQUA",1.1,2.5,7.4,9,7.29,NA,1.48,1,NA,NA
"999","0155","SQUASH","OPO",10.56,3.11,3.6,2.6,1.12,8.8,1.2,70.496,8.28,8.92
"1000","0155","SQUASH","SINGUA",50.98,66.1,35.8,34.8,23.24,2,8.77,0.076,0.2,0.76
"1001","0155","SQUASH","SPAGHETTI SQUASH",505.14,350.37,526.46,733.11,974.49,1041.32,1769.9054,1790.2001,1795.7377,1909.7806
"1002","0155","SQUASH","SUMMER SQUASH",13070.86,12357.1,15430.21,17643.23,14382.95,11257.94,14524.5578,20920.0548,21362.1468,14366.9486
"1003","0155","SQUASH","SUNBURST",0.66,0.03,0.13,0.62,91.24,13.74,7.75,21.09,7.29,7.891
"1004","0155","SQUASH","WINTER SQUASH",9936.12,12033.48,13024.71,13366.3,10867.76,10000.9,13751.3694,11747.8639,13597.3548,10661.6811
"1005","0155","SQUASH","ZUCCHINI SQUASH",11531.08,11243.48,19794.41,16847.03,14977.78,15322.42,17999.2947,18253.1034,15456.8218,13967.495
"1006","0156","SWEET POTATOES","BEAUREGARD",42401.45,43412.64,55670.9,50650.81,37783.45,45051.94,51739.5485,59273.7693,57285.0838,49610.6535
"1007","0156","SWEET POTATOES","BELLEVUE",NA,NA,NA,NA,NA,NA,NA,NA,1125.77,177
"1008","0156","SWEET POTATOES","BVE",NA,NA,NA,NA,NA,NA,NA,698.14,NA,NA
"1009","0156","SWEET POTATOES","COVINGTON",39493.54,48916.04,68422.52,61568.78,57793.29,73998.37,88612.06,107226.336,89422.433,80744.5009
"1010","0156","SWEET POTATOES","DIANNE",1980.2,2645.2,1207.4,NA,NA,34.74,308.8,19.4,105.62,1.5
"1011","0156","SWEET POTATOES","EVANGELINE",NA,NA,742,898.53,172.97,228.81,196.18,297.38,281.64,445.33
"1012","0156","SWEET POTATOES","GARNET",847,12.4,71.9,230.3,25.2,0.2,14.81,2.655,114.345,51.58
"1013","0156","SWEET POTATOES","GEORGIA RED",473.88,399.46,1184.17,1040.11,108.69,343.29,1887.3,1803.689,1744.4678,1255.211
"1014","0156","SWEET POTATOES","GOLDEN SWEET",1942.07,2471.89,4296.4,4667.59,4905.39,196.89,1440.124,626.129,786.608,129.942
"1015","0156","SWEET POTATOES","HANNAH",41.02,0.5,NA,NA,NA,NA,0.25,NA,0.75,0.25
"1016","0156","SWEET POTATOES","HATTERAS",115.22,7.3,11.3,23.8,9.2,NA,3,8.5,18.5,6.25
"1017","0156","SWEET POTATOES","HERNANDEZ",1412.62,633.88,370.87,354.28,310.32,345.63,324.03,186.96,96.588,57.57
"1018","0156","SWEET POTATOES","JAPANESE",113.43,473.28,1786.01,101.41,448.01,656.13,1018.5,1417.34,2073.7638,1871.2611
"1019","0156","SWEET POTATOES","JERSEY",54.11,13.01,39.87,45.95,3.72,4.29,52.33,56.3237,0.25,1.5
"1020","0156","SWEET POTATOES","JEWEL",150.94,275.5,60.01,183.9,188.34,145.83,110.875,64.25,88.74,341.5067
"1021","0156","SWEET POTATOES","LA 07-0147",NA,NA,NA,NA,NA,NA,NA,NA,2566.02,2384.91
"1022","0156","SWEET POTATOES","LAO",NA,NA,NA,NA,NA,981.15,2331.9,1837.98,NA,NA
"1023","0156","SWEET POTATOES","MAMEYA",NA,NA,1.5,NA,22.9,1,NA,44.6,NA,42.13
"1024","0156","SWEET POTATOES","ORIENTAL",212.03,341.93,471.88,138.53,63.08,116.73,339.9,656.29,878.72,838.74
"1025","0156","SWEET POTATOES","ORL",NA,NA,NA,NA,NA,431.37,2918.46,2943.575,NA,NA
"1026","0156","SWEET POTATOES","ORLEANS",NA,NA,NA,NA,NA,NA,NA,NA,5740.206,7948.2942
"1027","0156","SWEET POTATOES","RED GLOW",46.24,184.95,256.89,16.07,14.09,8.18,50.34,131.9,21.25,105.94
"1028","0156","SWEET POTATOES","SWEET BONIATO",982.19,1140.87,3588.48,755.18,210.05,294.09,579.86,1221.96,1203.05,752.93
"1029","0156","SWEET POTATOES","SWEET HAYMAN",54.43,102.15,15.75,32.06,10.32,114.7,16.72,8.327,65.22,2.942
"1030","0156","SWEET POTATOES","WHITE",378.81,435.85,563,440.68,403.84,530,715.67,755.44,687.205,273.0701
"1031","0158","TRITICALE","NULL",NA,NA,NA,756650.78,NA,NA,NA,NA,NA,NA
"1032","0158","TRITICALE",NA,409793.13,433701.58,640745.68,NA,943845.17,1123090.87,1269943.056,1297953.92,1282178.37,1372356.7
"1033","0160","TURNIPS","FORAGE TURNIP",NA,1235.84,2169.64,1589.42,1941.4,2605.78,3535.66,6006.86,2004.89,2002.67
"1034","0160","TURNIPS","HYBRID TURNIP",3278.14,2407.69,2891.07,2975.94,3055.74,3584.65,3311.3355,4040.7189,2826.464,2604.4171
"1035","0160","TURNIPS","OPEN POLLINATED",1425.88,852.29,1018.61,1996.96,2138.1,1906.51,1931.93,1326.82,1300.927,1795.3762
"1036","0172","ACEROLA","NULL",NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"1037","0172","ACEROLA",NA,NA,NA,NA,NA,0.01,0.01,0.01,0.01,0.51,NA
"1038","0173","BANANAS","BABY",999.07,718.46,787.52,784.64,677.3,525.77,135.12,222.65,182.21,126.205
"1039","0173","BANANAS","BLUEFIELD",NA,0.33,NA,NA,2.33,0.73,NA,NA,NA,1.38
"1040","0173","BANANAS","BRAZILIAN",NA,NA,NA,NA,NA,NA,NA,0.75,0.75,NA
"1041","0173","BANANAS","CAVENDISH",26.92,27.64,291.2,24.68,17.83,3.33,25.36,4.943,17.743,49.263
"1042","0173","BANANAS","JOHNSON",1000.65,1137.1,1018.45,1501.65,906.98,1010.89,766.28,701.32,1841.41,467.212
"1043","0173","BANANAS","THAI",NA,NA,67.48,1.48,24.88,0.14,1,1.6,NA,8.74
"1044","0174","CASSAVA","BEIGE",NA,8.03,1.5,2,NA,NA,NA,2.5,0.5,0.06
"1045","0174","CASSAVA","WHITE",75.1,78.11,63.23,159.82,30.5,61.13,68.4,71,21.45,10.02
"1046","0175","COCONUTS","NULL",NA,NA,NA,13.64,NA,NA,NA,NA,NA,NA
"1047","0175","COCONUTS",NA,12.89,33.83,15.3,NA,69.52,101.26,71.47,177.26,212.71,205.59
"1048","0176","COFFEE","ARABICA",7572.59,5932.38,4929.73,10107.9,4931.49,3165.56,4193.45,2815.83,3653.575,2673.3678
"1049","0176","COFFEE","LIBERICA",16,NA,3,NA,NA,NA,NA,NA,NA,NA
"1050","0176","COFFEE","ROBUSTA COFFEE",579.65,556.65,504.6,621.8,364.61,155.37,263.19,253.02,334.38,185.87
"1051","0177","DASHEEN","PURPLE",27.28,22.3,6.25,14.51,6.5,8.96,13.05,3.5,9.5,326.02
"1052","0177","DASHEEN","WHITE",58.26,64.67,78.18,28.51,31.4,24.51,15.74,38.01,60.44,63.77
"1053","0178","GINGER","NULL",NA,NA,NA,48.9,NA,NA,NA,NA,NA,NA
"1054","0178","GINGER",NA,21.22,41.81,87.11,NA,21.89,95.31,100.516,96.339,95.79,3.093
"1055","0179","TEA","NULL",NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"1056","0179","TEA",NA,3.9,3.6,5.06,NA,29.1,53.86,99.17,165.72,NA,0.1
"1057","0181","PAPAYA","BABACO",NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA
"1058","0181","PAPAYA","RED (MEXICAN)",258.08,429.57,417.15,415.04,509.45,518.08,527.18,752.2664,500.15,337.06
"1059","0181","PAPAYA","YELLOW",507.18,219.99,361.98,389.36,224.97,1161.33,12.66,36.09,280.45,257.45
"1060","0185","PINEAPPLE","ABACAXI/SUGAR LOAF",12.81,55.52,93.06,128.11,116.01,62.37,78.49,52.43,53.57,61.97
"1061","0185","PINEAPPLE","QUEEN",NA,NA,450,451,0.5,7,2,0.75,2.44,0.5
"1062","0185","PINEAPPLE","RED SPANISH",1.5,20,NA,8,4,1,3,NA,7.87,NA
"1063","0185","PINEAPPLE","SMOOTH",0.03,0.02,1.03,1.1,3.08,NA,0.28,2.46,5.4,NA
"1064","0186","PLANTAIN","COMMON",1307.87,1082.37,1666.8,2128.83,1537.06,805.29,1010.08,946.7,882.768,751.868
"1065","0186","PLANTAIN","MARICONGO",4062.63,3797.1,3986.3,4119.34,2898.03,1903.02,3355.09,2406.84,2016.57,970.3882
"1066","0186","PLANTAIN","SHORT",8.96,3.7,11.5,1.8,4,3,NA,17,0.5,2.91
"1067","0186","PLANTAIN","SUPER",1,10.1,NA,NA,5,NA,NA,NA,1,2
"1068","0187","TANNIER","PURPLE",51.6,46.27,38.24,31.05,45.57,47.2,83.16,52.14,54.34,21.68
"1069","0187","TANNIER","RASCANA",20,1,NA,NA,NA,NA,NA,NA,NA,NA
"1070","0187","TANNIER","WHITE",36.1,35.99,34.47,34.08,16.44,29.71,32.64,18.33,31.35,6.99
"1071","0187","TANNIER","YELLOW",15.75,12.25,6,27,9,11.03,26.49,10.17,20.22,2.9
"1072","0188","YAM","DIAMOND",0.5,2015.75,29.25,2,5,NA,1.94,4.16,NA,2.4
"1073","0188","YAM","HABANERO",168.95,146.92,181.5,202.05,122.91,127.44,191.77,88.72,76.976,32.8284
"1074","0188","YAM","PURPLE",278.4,316.9,642.5,4.5,NA,NA,1.05,5.96,3.2,9.0701
"1075","0188","YAM","SWEET",48.98,25.35,113.24,612.4,20.7,6.71,66.3784,2.27,5.46,21.5
"1076","0250","NECTARINES","COM",NA,NA,NA,837.32,1130.11,1638.75,1302.554,1516.188,NA,NA
"1077","0250","NECTARINES","COMMON",NA,NA,NA,NA,NA,NA,NA,NA,1326.8167,1286.4878
"1078","0250","NECTARINES","EARLY SEASON",NA,NA,1215.05,1101.82,948.62,757.93,347.12,130.7668,61.9368,115.76
"1079","0250","NECTARINES","LATE SEASON",NA,NA,703.7,264.26,282,333.69,214.85,176.0266,187.5266,228.01
"1080","0250","NECTARINES","MID SEASON",NA,NA,522.35,588.29,540.62,644.76,350.704,245.9106,304.2306,311.744
"1081","0250","NECTARINES",NA,3337.54,3386.48,1467.19,NA,NA,NA,NA,NA,NA,NA
"1082","0254","PLUMS","EARLY",1707.11,1535.08,1556.32,1321.05,1333.83,1522.49,930.86,794.0928,767.8616,812.6866
"1083","0254","PLUMS","EUROPEAN",NA,NA,NA,9.78,12.5,12.28,11.1,18.26,21.63,22.9642
"1084","0254","PLUMS","LATE",1477.67,1423.03,2470.76,1895.49,2105.89,2331.55,1288,1184.333,1100.6695,1182.7505
"1085","0254","PLUMS","MIDSEASON",2301.3,2465.67,3270.82,2586.67,2291.33,2438.31,1782.444,1483.5655,1361.0265,1393.4807
"1086","0254","PLUMS","ORIENTAL",NA,NA,NA,2.2,2.8,2.04,4.86,9.02,36.232,17.1694
"1087","0265","CLOVER","ALSIKE CLOVER",1726.8,1282.09,1170.92,653.73,740.12,653.49,1146.09,1399.87,951.044,831.97
"1088","0265","CLOVER","ALYCE CLOVER",940.09,680.11,141.2,208.66,388.67,159.04,210.76,126.84,245.61,338.29
"1089","0265","CLOVER","ARROWHEAD CLOVER",1397.18,764.22,678.2,628.91,719.16,495.45,468.89,601.38,627.77,473.52
"1090","0265","CLOVER","ARROWLEAF",596.5,519.3,462.35,365.28,353.99,349.17,736.39,1102.52,462.51,476.17
"1091","0265","CLOVER","BALL CLOVER",90.1,NA,248.4,74.32,21.14,161.72,282.45,184.91,347.03,423.44
