"","Crop Code","Crop Name","Crop Type Name","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"1549","7321","CHRISTMAS TREES","FRASIER FIR",15027.06,6613.82,8390.37,7831.56,7223.7,6892.46,8425.92,7528.535,6688.915,6572.035
"1550","7321","CHRISTMAS TREES","GRAND FIR",18.6,155.6,288.2,299.1,258.1,160.09,246.82,247.92,128.46,156.74
"1551","7321","CHRISTMAS TREES","KOREAN FIR",NA,NA,1.72,2.87,2.25,12.72,16.37,17.83,16.32,16.58
"1552","7321","CHRISTMAS TREES","LEYLAND",503.17,617.17,166.65,236.4,215.23,121.31,144.72,141.55,94.87,58.75
"1553","7321","CHRISTMAS TREES","MEYER SPRUCE",NA,NA,2.95,3.48,11.41,14.85,21.54,16.25,16.6,19.79
"1554","7321","CHRISTMAS TREES","NOBLE FIR",4634.55,7110.55,6795.8,6727,6400.97,3013.4,3080.28,2451.93,1606.26,1358.01
"1555","7321","CHRISTMAS TREES","NORDMAN FIR",385.13,503.3,442.3,476.95,551.15,374.27,417.99,394.67,395.13,434.28
"1556","7321","CHRISTMAS TREES","NORWAY PINE/RED PINE",5.8,10.6,93.48,62.35,139.04,289.44,135.41,124.51,155.77,130.16
"1557","7321","CHRISTMAS TREES","NORWAY SPRUCE",450.18,595.06,1094.97,1156.96,1005.08,918.41,880.49,1197.44,903.92,859.75
"1558","7321","CHRISTMAS TREES","RED CEDAR",118.46,113.69,34.78,23.57,9.88,12.68,14.62,5.56,16.75,20.05
"1559","7321","CHRISTMAS TREES","SCOTCH PINE",3333.06,3215.6,3045.7,2779.24,2484.14,3276.08,3717.14,3075.46,2930.923,2987.353
"1560","7321","CHRISTMAS TREES","SERBIAN SPRUCE",1.8,59.22,78.79,73.28,56.77,68.65,54.66,41.85,45.07,47.18
"1561","7321","CHRISTMAS TREES","VA PINE",3084.92,1976.14,249.33,188.94,220.79,179.95,97.19,146.2,146.06,138.4
"1562","7321","CHRISTMAS TREES","WHITE PINE",1198.9,1380.88,1828.16,1468.38,1504.75,1644.26,1925.8,1748.47,1749.9,1656.7
"1563","7321","CHRISTMAS TREES","WHITE SPRUCE",734.11,828.2,560.4,680.62,494.29,538.46,602.5,603.39,457.44,423.15
"1564","7501","FLOWERS","ACHILLEA",196.41,181.85,44.08,1.08,23.33,36.42,6.46,138.74,3.88,0.93
"1565","7501","FLOWERS","ACRONLINIUM",0.1,0.1,0.1,NA,0.1,0.1,0.1,NA,NA,0.05
"1566","7501","FLOWERS","AGAPANTHUS",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","7501","FLOWERS","AGERATUM",13.72,13.63,0.33,NA,0.62,0.56,2.61,1.941,2.084,0.01
"1568","7501","FLOWERS","ALLIUM",1.51,2.58,0.12,0.12,0.2,NA,1.1,NA,0.08,0.03
"1569","7501","FLOWERS","ALSTROEMERIA",1.8,42.55,1.6,1.02,0.5,NA,NA,NA,NA,NA
"1570","7501","FLOWERS","AMARANTH",166.53,96.35,232.05,1018.82,1433.71,1095.31,893.6092,227.56,5.1903,11.494
"1571","7501","FLOWERS","AMARYLLIS",16.5,5.5,9.9,7.54,7.54,NA,34.64,28.62,5,5
"1572","7501","FLOWERS","AMMOBIUM",0.14,0.2,0.2,NA,0.2,0.2,0.2,0.1,0.145,NA
"1573","7501","FLOWERS","ANEMONE",0.7,0.9,1.5,NA,0.4,NA,NA,0.4,0.35,0.42
"1574","7501","FLOWERS","ANTHURIUM",3.75,33.4,68.02,34.4,22,30,85.9,66.86,131.51,70.98
"1575","7501","FLOWERS","ANTHURIUM PASTEL",NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA
"1576","7501","FLOWERS","ANTHURIUM RED",NA,NA,5.25,5.2,5.2,5.2,NA,13.98,NA,NA
"1577","7501","FLOWERS","ARTEMESIA",1.78,5.4,0.53,0.02,0.21,2.55,193.1,79.64,266.67,347.43
"1578","7501","FLOWERS","ASPEN DAISY",0.58,NA,NA,NA,NA,NA,NA,NA,17.36,75.2
"1579","7501","FLOWERS","ASTER",115.51,92.83,158.95,127.74,98.95,33.21,29.04,204.905,263.896,189.824
"1580","7501","FLOWERS","BABY'S BREATH",50.09,65.5,162.24,74.2,118.74,NA,51.6,65.78,115.87,112.99
"1581","7501","FLOWERS","BACHELOR BUTTONS",92.73,31.97,142.49,154.84,85.38,33,28.87,161.82,199.26,141.444
"1582","7501","FLOWERS","BANKSIA",NA,NA,NA,2.61,NA,NA,NA,NA,NA,NA
"1583","7501","FLOWERS","BELLADONNA",NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA
"1584","7501","FLOWERS","BELLS OF IRELAND",0.05,0.2,0.06,NA,0.02,0.02,0.5276,0.75,5.946,3.12
"1585","7501","FLOWERS","BIRD OF PARADISE",1.27,1.27,0.8,2.8,0.8,1,1.13,1.17,1.445,0.325
"1586","7501","FLOWERS","BLACK EYED SUSANS",173.91,237.74,340.28,279.06,181.14,70.07,120.97,223.1,292.58,159.732
"1587","7501","FLOWERS","BLUE EYED GRASS",NA,NA,35.2,0.08,NA,6.44,0.94,19.09,18,0.29
"1588","7501","FLOWERS","BUPLEURUM",NA,0.02,0.06,3,NA,NA,NA,NA,0.0931,0.065
"1589","7501","FLOWERS","BUSH CLOVER",44.2,34.7,8.9,5,1.92,NA,NA,8.68,11.07,4.48
"1590","7501","FLOWERS","BUTTERFLY MILKWEED",41.49,57.57,10.34,2.4,3.38,0.25,0.52,47.97,90.8,107.28
"1591","7501","FLOWERS","CALENDULA",NA,NA,NA,NA,NA,NA,NA,NA,0.2282,20.0169
"1592","7501","FLOWERS","CALLA LILY",5,1.2,1.6,1,1,1.3,2.3,884.94,0.55,4.68
"1593","7501","FLOWERS","CALLADIUM",304.8,84,194,NA,405.2,1084.6,1619.98,1169.92,1343.88,1307.324
"1594","7501","FLOWERS","CAMOMILE",0.1,2,NA,NA,1.94,0.54,NA,NA,0.05,NA
"1595","7501","FLOWERS","CAMPANELLE",NA,NA,0.1,8,NA,NA,NA,NA,NA,0.118
"1596","7501","FLOWERS","CANDY TUFT",44,NA,62.8,17.2,51.68,49.46,40,27.74,128,NA
"1597","7501","FLOWERS","CANNA LILY",249.3,134.2,356.67,54.81,48.16,40.46,47.85,56.91,56.91,59.75
"1598","7501","FLOWERS","CARNATION/DIANTHUS",NA,12,41.64,4,3,NA,NA,0.22,3.77,0.565
"1599","7501","FLOWERS","CARPET OF SNOW",NA,NA,0.04,50.2,35.28,0.2,NA,5,NA,20
"1600","7501","FLOWERS","CARYOPTERIS",NA,NA,NA,0.9,NA,NA,0.2,NA,NA,0.03
"1601","7501","FLOWERS","CATCHFLY",NA,NA,6.6,23.4,NA,NA,NA,NA,16,NA
"1602","7501","FLOWERS","CELESIA",4.5,4.57,7,NA,5.58,2.82,4.2,2.64,1.9537,0.002
"1603","7501","FLOWERS","CELOSIA PLUME",0.5,36.45,4.48,2.81,9.02,2.3,7.26,3.5,1.896,3.056
"1604","7501","FLOWERS","CENTAUREA",33.85,0.05,41.1,30.6,0.16,29.16,2.76,6.51,0.205,NA
"1605","7501","FLOWERS","CENTAUREA BLACK MAGIC",NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
"1606","7501","FLOWERS","CENTRANTHUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.96
"1607","7501","FLOWERS","CHERIMOYA",28.52,12.22,NA,NA,NA,NA,NA,NA,NA,NA
"1608","7501","FLOWERS","CHRYSANTHEMUM",243.65,198.57,335.28,203.35,216.86,193.12,266.08,238.46,184.2331,295.1978
"1609","7501","FLOWERS","CHURCH",4.1,5.43,1.9,NA,NA,NA,1.75,3.1,2.87,0.03
"1610","7501","FLOWERS","CIRISIUM",NA,NA,3,NA,0.2,NA,NA,NA,NA,NA
"1611","7501","FLOWERS","CLD",NA,NA,NA,44,NA,2,0.3876,13.65,NA,NA
"1612","7501","FLOWERS","CLEMATIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
"1613","7501","FLOWERS","COCKSCOMB",2.56,7.14,35.14,6.54,8.16,4.32,2.715,2.192,3.5,4.2
"1614","7501","FLOWERS","COLEUS",8.58,0.03,NA,0.4,NA,NA,NA,NA,0.01,NA
"1615","7501","FLOWERS","CONEFLOWER, CLASPING",NA,NA,0.02,22.46,10.3,36.26,NA,NA,10,0.04
"1616","7501","FLOWERS","CONEFLOWER, PINNATA PRAIRIE",NA,45,10.4,47.8,10,NA,85.58,NA,NA,NA
"1617","7501","FLOWERS","CONEFLOWER, YELLOW PRAIRIE",50.34,30.8,300.15,141.04,90.81,156.52,NA,113.98,229.32,45.42
"1618","7501","FLOWERS","CONEFLOWERS",176.6,362.39,503.64,317.47,259.79,232.91,114.18,230.334,516.04,631.16
"1619","7501","FLOWERS","COREOPSIS",44.8,76.9,158,274.59,172.46,52.08,72.84,200.18,358.99,183.716
"1620","7501","FLOWERS","CORNFLOWER",36.43,27.76,4.1,2,0.79,7.94,7.34,13.34,28.8735,10.45
"1621","7501","FLOWERS","COSMOS",132.1,152.12,569.77,151.54,49.64,53.96,133.7216,67.0235,20.6369,132.5191
"1622","7501","FLOWERS","CRASPEDIA",NA,NA,0.02,1.8,5.1,NA,0.18,0.26,0.5838,0.252
"1623","7501","FLOWERS","CREEPING PHLOX",28.3,0.1,0.06,9.4,NA,NA,NA,NA,0.05,0.13
"1624","7501","FLOWERS","CROWN FLOWER/GIANT MILKWEED",NA,NA,NA,0.2,11.8,11.8,NA,0.36,NA,NA
"1625","7501","FLOWERS","DAFFODIL",748.5,703.93,644.12,649.9,558.16,604.17,578.48,491.49,483.12,449.274
"1626","7501","FLOWERS","DAHLIA",33.23,23.55,48.12,33.17,24.93,27.09,31.84,33.6016,44.1305,24.97
"1627","7501","FLOWERS","DAISY, GERBERA",0.6,10,20,31,NA,NA,132.08,27.6,NA,0.11
"1628","7501","FLOWERS","DAISY, GLORIOSA",30,37.2,16.03,49.41,65.98,4,NA,10,23.89,16
"1629","7501","FLOWERS","DAISY, MARGUERITE",3.1,NA,40,12,17.72,NA,NA,NA,NA,NA
"1630","7501","FLOWERS","DAISY, SHASTA",8.1,8.1,44.4,6.7,0.7,0.56,0.2,2.62,0.6,33
"1631","7501","FLOWERS","DAMES ROCKET",NA,NA,NA,NA,NA,NA,NA,NA,0.5,12.5
"1632","7501","FLOWERS","DAY LILY",88.85,89.53,173.36,119.29,205.4,77.69,110.38,138.19,106.17,92.48
"1633","7501","FLOWERS","DELPHINIUM",0.73,3.77,1.08,0.72,1.02,NA,NA,2.6,1.91,2.02
"1634","7501","FLOWERS","ECHEVERIA",NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA
"1635","7501","FLOWERS","EDIBLE",0.52,0.53,0.81,0.25,0.45,0.5,NA,NA,0.3,NA
"1636","7501","FLOWERS","ELEPHANT EAR",28,39.8,41.4,21.5,3.1,16.55,NA,NA,0.08,NA
"1637","7501","FLOWERS","EUCALYPTUS",13,10.49,291.21,292.65,300.32,161.19,454.43,457.74,620.9424,607.624
"1638","7501","FLOWERS","EUPHORBIA",NA,0.2,2,2.1,0.22,NA,NA,NA,0.06,NA
"1639","7501","FLOWERS","EVENING PRIMROSE",4.5,NA,34.4,NA,8,NA,NA,0.91,15.6,15.6
"1640","7501","FLOWERS","FALSE SUNFLOWER",120.59,137.93,168.67,69.5,58.91,4.94,1.42,NA,NA,NA
"1641","7501","FLOWERS","FERN FRONDS",NA,NA,NA,NA,NA,NA,NA,NA,3403.3028,2480.4628
"1642","7501","FLOWERS","FFS",NA,NA,NA,NA,0.01,5175.35,4641.46,4148.74,NA,NA
"1643","7501","FLOWERS","FLAMINGO",0.1,0.1,NA,NA,NA,NA,NA,4.55,NA,NA
"1644","7501","FLOWERS","FORGET-ME-NOT",NA,NA,0.4,48,38.38,NA,NA,47.54,41.725,17.84
"1645","7501","FLOWERS","FRESIA",NA,NA,10,0.2,NA,NA,NA,NA,NA,0.5
"1646","7501","FLOWERS","GARDENIA",NA,NA,0.42,0.8,0.4,0.5,0.28,1.44,0.52,0.38
"1647","7501","FLOWERS","GILIA",31,NA,8.6,NA,NA,6.4,5,NA,NA,7.1
"1648","7501","FLOWERS","GINGER",16.1,19.08,44.7,24.4,1,1,2.14,3.71,3.96,3.9
"1649","7501","FLOWERS","GINGER PINK",NA,NA,4.28,2.5,2,NA,NA,0.08,0.323,0.323
"1650","7501","FLOWERS","GINGER RED",NA,NA,3.2,5,NA,2,NA,0.08,0.423,0.423
"1651","7501","FLOWERS","GLADIOLI",1676.24,1586.29,3165.12,2971.16,2589.17,2471.52,2374.44,2549.517,2596.0837,2349.3288
"1652","7501","FLOWERS","GODETIA",7.8,18.9,44.8,56.4,105.14,29.18,0.78,14.78,184,77.5
"1653","7501","FLOWERS","GOLDENROD",4.95,6.7,42.1,36.34,30.07,59.21,44.16,203.22,247.38,222.35
"1654","7501","FLOWERS","GOMPHRENA",1.7,1.78,1.77,NA,2.05,1.64,2.79,6.91,5.291,1.149
"1655","7501","FLOWERS","GREEN GODDESS",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
"1656","7501","FLOWERS","GYPOCHILLA",2,NA,6.4,NA,NA,NA,4,NA,NA,0.006
"1657","7501","FLOWERS","GYPSY",NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1658","7501","FLOWERS","HEATHER FIRECRACKER",NA,NA,NA,NA,NA,10.52,NA,NA,NA,NA
"1659","7501","FLOWERS","HEATHER REGEMINA",NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"1660","7501","FLOWERS","HELICHRYSUM",NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA
"1661","7501","FLOWERS","HELICONIA",13,11.44,8.64,33.3,7.1,6.47,4.84,4.9,8.105,8.644
"1662","7501","FLOWERS","HELICONIA PSITTACORM",NA,NA,NA,NA,NA,NA,NA,0.37,0.274,0.274
"1663","7501","FLOWERS","HOLLYHOCK",NA,0.02,NA,NA,0.3,NA,NA,1,1.05,1
"1664","7501","FLOWERS","HONEYSUCKLE HALL'S",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"1665","7501","FLOWERS","HOSTAS",NA,2.25,11.51,0.75,0.76,0.26,0.25,0.25,0.25,0.25
"1666","7501","FLOWERS","HYDRANGEA/HORTENSIA",0.2,1,1.32,2,1.63,NA,NA,8.7,0.63,0.5
"1667","7501","FLOWERS","ILIMA LANTERN",NA,NA,1.6,0.2,0.2,0.2,0.07,0.12,0.22,0.11
"1668","7501","FLOWERS","IRIS",478.62,325.06,430.58,161.74,233.33,287.61,337.323,398.58,7.8,140.9
"1669","7501","FLOWERS","IRIS DUTCH",0.1,2.1,2.3,NA,4.6,NA,6,NA,NA,NA
"1670","7501","FLOWERS","KANGAROO PAW",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"1671","7501","FLOWERS","LARKSPUR",66.7,55.2,110.48,109.2,76.06,50.94,81.3476,72,401.606,133.3
"1672","7501","FLOWERS","LAVENDER",55.57,50.12,106.08,133.55,283.57,314.49,428.21,248.249,243.1906,310.43
"1673","7501","FLOWERS","LEUCONDENDRON",NA,NA,NA,NA,NA,1.62,1.62,2.35,1,1
"1674","7501","FLOWERS","LIATRIS",26.3,43.4,5.76,3.8,3.55,3.35,3.35,3.5,3.4,5.1
"1675","7501","FLOWERS","LILAC",11.69,7.89,16.91,8.79,9.48,8.78,5.04,5.93,11.26,5.17
"1676","7501","FLOWERS","LILY ASIATIC",1.5,42.88,37.3,7.05,1.72,1.37,5.12,NA,0.26,0.15
"1677","7501","FLOWERS","LILY EASTER",0.35,0.1,0.63,NA,NA,1.5,NA,NA,NA,41.6
"1678","7501","FLOWERS","LILY ORIENTAL",5.09,2.37,3.25,3.11,2.95,4.54,3.015,1.64,1.69,10.83
"1679","7501","FLOWERS","LINARIA - NORTHERN LIGHTS",17.1,NA,16.4,12,17,9,6,NA,NA,NA
"1680","7501","FLOWERS","LINEUM",16.1,97.2,107.8,58.5,49.9,38.45,152.07,152.07,75.68,NA
"1681","7501","FLOWERS","LISIANTHUS",5.25,4.04,8.64,9.9,34.03,11.38,2.34,2.815,2.9948,3.015
"1682","7501","FLOWERS","LOBELIA",15.8,NA,14.76,NA,12.4,3,NA,12.97,NA,NA
"1683","7501","FLOWERS","LUPINE",217.1,140.2,282.61,327.5,349.46,322.16,339.755,91.29,252.69,445.7
"1684","7501","FLOWERS","MARIGOLD",1.46,32.27,113.31,94.11,68.06,22.86,36.22,120.92,94.4275,38.866
"1685","7501","FLOWERS","MEXICAN GOLD POPPY",609.1,458,438.4,622,204.61,118.07,232.62,392.78,307.26,238.14
"1686","7501","FLOWERS","MINIATURE CARNATION",4.34,5.37,2,0.3,NA,NA,NA,NA,NA,NA
"1687","7501","FLOWERS","MIXED CUT",573.83,555.24,443.64,816.32,643.36,597.16,321.56,369.8859,543.1268,272.88
"1688","7501","FLOWERS","MOLLUCCELLA",NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA
"1689","7501","FLOWERS","MONARDA",11.19,27.21,243.3,767.18,846.06,788.34,864.34,754.86,337.72,110.105
"1690","7501","FLOWERS","MONKSHOOD/ACONITUM",NA,NA,NA,NA,0.01,0.01,NA,NA,NA,NA
"1691","7501","FLOWERS","MONTBRETIA",NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA
"1692","7501","FLOWERS","MOUNTAIN MINT",3.8,NA,35.3,22.09,20.7,0.9,NA,10.24,10.24,10.24
"1693","7501","FLOWERS","MUNROS GLOBEMALLOW",NA,8.2,31.6,NA,NA,8.7,8.7,34.24,34.24,34.24
"1694","7501","FLOWERS","MYRTLE",7.2,7.2,17.2,17.2,17.2,17.2,17.2,17.2,20.89,20.89
"1695","7501","FLOWERS","NARCISSUS",5.6,NA,NA,3.4,3.4,NA,NA,12.44,NA,NA
"1696","7501","FLOWERS","NIGELA",0.05,5.76,12.23,NA,0.1,0.1,0.1,0.35,0.15,0.005
"1697","7501","FLOWERS","NORTHERN SEA OATS",NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA
"1698","7501","FLOWERS","OLD FIELD GOLDENROD",NA,NA,NA,NA,NA,NA,0.76,0.76,1.54,1.54
"1699","7501","FLOWERS","ORCHID CATTLEYAS",13.35,5.2,3,1,4.5,0.1,NA,0.05,0.04,1.32
"1700","7501","FLOWERS","ORCHID CYMBIDIUM",NA,15.84,18.41,13.77,1.74,1.74,0.12,1.8,1.81,2.55
"1701","7501","FLOWERS","ORCHID DENDROBIUM",NA,NA,8.5,11.78,6,0.1,31.04,32.86,13.8,14.86
"1702","7501","FLOWERS","ORCHID DENDROBIUM SPRAY",NA,NA,7,NA,NA,NA,NA,0.19,3.51,9.55
"1703","7501","FLOWERS","ORCHID MOTH",NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0.01
"1704","7501","FLOWERS","ORCHID PHALAENOPSIS",NA,NA,NA,2.25,NA,NA,NA,0.02,0.01,0.75
"1705","7501","FLOWERS","ORNAMENTAL BLUE FLAX",63.2,125.3,117.1,NA,1.41,4.91,3.63,3.63,3.72,9.94
"1706","7501","FLOWERS","ORNAMENTAL OKRA",NA,NA,1,3.5,NA,NA,NA,NA,0.27,0.14
"1707","7501","FLOWERS","ORNAMENTAL PEPPERS",1.4,1.6,1.3,NA,1.38,4.98,1.72,1.863,2.36,NA
"1708","7501","FLOWERS","OXEYE",12.5,NA,43.1,74.93,54.2,3.8,NA,13.49,13.49,NA
"1709","7501","FLOWERS","PACHYSANDRA",13.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","7501","FLOWERS","PANSY",30.53,60.01,89.06,20.44,101.31,38.23,183.44,117.32,0.39,NA
"1711","7501","FLOWERS","PARTRIDGE PEA",338,9.7,321.6,44,33.26,180.03,29.25,130.83,233.17,224.56
"1712","7501","FLOWERS","PENSTEMAN STRICTIS",114.5,73.4,16.5,88.9,104.73,198.14,194.12,195.86,295.06,364.66
"1713","7501","FLOWERS","PEONY",512.95,408.16,533.4,543.23,543.66,499.55,453.46,669.6776,795.5216,709.1326
"1714","7501","FLOWERS","PETALSTEMUM",NA,NA,NA,NA,1.2,11.1,NA,NA,NA,NA
"1715","7501","FLOWERS","PETUNIA",NA,1,NA,1.3,1.82,2.2,0.25,NA,2.16,5
"1716","7501","FLOWERS","PHYSOSTEGIA",NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA
"1717","7501","FLOWERS","PLUMERIA",3.7,6.5,24.5,24.2,24.5,22.8,NA,0.86,NA,NA
"1718","7501","FLOWERS","PRAIRIE CARNATION",NA,NA,0.7,5.7,NA,NA,NA,NA,0.3,NA
"1719","7501","FLOWERS","PRARIE CONEFLOWER",254.52,21.72,93.08,83.2,187.87,37.85,25.16,2.66,31.14,45.8
"1720","7501","FLOWERS","PRARIE VIOLET",NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA
"1721","7501","FLOWERS","PROTEA",16.12,16.26,38.11,31.16,27.9,9.73,7.15,7.23,8.1,6.061
"1722","7501","FLOWERS","PURPLE PHACILIA",NA,3,0.4,NA,NA,NA,45.52,NA,52.73,NA
"1723","7501","FLOWERS","PURPLE PRAIRIE CLOVER",60.1,28.8,5.4,13.42,8.82,NA,NA,98.18,72.27,231.63
"1724","7501","FLOWERS","PUSSY WILLOW",NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.5
"1725","7501","FLOWERS","PWL",NA,NA,NA,NA,2.65,2.69,2.69,1.91,NA,NA
"1726","7501","FLOWERS","QUEEN ANNE'S LACE",NA,0.65,NA,NA,6,NA,NA,0.014,4.445,2.693
"1727","7501","FLOWERS","RANUNCULUS",0.4,NA,NA,NA,NA,NA,NA,0.07,0.05,NA
"1728","7501","FLOWERS","ROSE",2003.79,1510.65,3107.56,3629.8,3965.77,2384,1784.1,2208.87,2243.47,2223.96
"1729","7501","FLOWERS","ROSE HYBRID TEA",NA,NA,NA,NA,193.22,NA,NA,NA,NA,NA
"1730","7501","FLOWERS","ROSE SWEETHEART",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","7501","FLOWERS","RUDBECKIA",29.21,6.18,71.16,210.1,175.91,148.69,38.99,88.8,67.5228,73.423
"1732","7501","FLOWERS","SALVA",0.22,1.59,4.12,18.07,140.52,187.87,132.03,3.68,3.0374,3.469
"1733","7501","FLOWERS","SCABIOSA",NA,0.25,0.65,0.6,0.4,0.4,0.9552,2.25,1.51,2.254
"1734","7501","FLOWERS","SCARLET GLOBEMALLOW",NA,6,20,39.3,42.48,50,10,NA,NA,NA
"1735","7501","FLOWERS","SEDAHLIA",0.95,1.33,1.6,0.9,0.88,NA,NA,NA,NA,NA
"1736","7501","FLOWERS","SEDUM",0.23,0.83,0.11,NA,NA,NA,NA,NA,0.05,NA
"1737","7501","FLOWERS","SNAPDRAGON",13.52,16.72,16.64,8.66,5.65,5.5,5.1176,4.6085,4.4241,10.912
"1738","7501","FLOWERS","SPANISH CLOVER",59.6,6,10,0.1,NA,NA,NA,2,NA,NA
"1739","7501","FLOWERS","SPIDERWORT",38.7,59.2,46.7,20.49,18.88,1,14.6,15.74,13.61,17.61
"1740","7501","FLOWERS","STAR OF BETHLEHEM",NA,NA,NA,1.2,4.91,NA,NA,NA,NA,NA
"1741","7501","FLOWERS","STATICE",11.41,10.37,9.62,2.61,4.44,2.07,5.5376,6.9705,2.4384,3.29
"1742","7501","FLOWERS","STATICE DINUATA",0.2,6.2,0.2,1.6,NA,NA,NA,NA,NA,NA
"1743","7501","FLOWERS","STATICE GERMAN",1,5.73,NA,NA,NA,19.45,3.46,1.2,5.3,24.99
"1744","7501","FLOWERS","STIFF GOLDENROD",18.7,19.8,15.6,5.7,NA,0.21,NA,4.96,4.96,6.81
"1745","7501","FLOWERS","STOCK",19.05,1.59,212.99,207.58,215.2,296.85,368.69,143.99,351.0052,147.075
"1746","7501","FLOWERS","STRAWFLOWERS",7.46,3.1,5,1.76,2.24,1.81,0.12,1.247,3.67,0.487
"1747","7501","FLOWERS","SUNFLOWERS",792.95,735.23,1162.56,774.58,1049.66,2142.21,669.8074,1250.725,1244.3662,788.7986
"1748","7501","FLOWERS","SWAMP MILKWEED",NA,NA,0.2,NA,0.25,NA,NA,12.33,35.26,27.69
"1749","7501","FLOWERS","SWEET ANNIE",3.34,4.22,5.6,3,5.57,6.07,4.07,2.07,2.07,0.5
"1750","7501","FLOWERS","SWEET PEA",10,NA,30.67,16.8,30,15.4,5.405,27.22,14.519,0.01
"1751","7501","FLOWERS","SWEET WILLIAM",24.1,36.95,88.48,1.28,21.93,90.15,20.765,25.83,0.37,11.654
"1752","7501","FLOWERS","TANSY",NA,0.4,0.45,0.11,1.38,2.98,0.2,0.77,0.18,0.12
"1753","7501","FLOWERS","THISTLE GLOBE",0.88,0.2,0.52,2,42.5,42.35,1.9,2.4,2.12,0.17
"1754","7501","FLOWERS","TIGRIDIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
"1755","7501","FLOWERS","TRACHELIUM",NA,NA,NA,NA,NA,NA,0.18,0.18,NA,NA
"1756","7501","FLOWERS","TRITOMA",0.5,0.25,65.6,0.1,0.8,NA,NA,NA,NA,NA
"1757","7501","FLOWERS","TUBEROSE",12.1,2,42.96,38.1,40.59,38.82,14.82,15.96,18.2722,9.51
"1758","7501","FLOWERS","TULIP",361.7,360.5,331.63,342.2,592.98,353.3,313.933,328.98,228.26,282.778
"1759","7501","FLOWERS","VERBENA",22.7,44,17.8,64.58,57.09,2.26,3.21,3.15,9.42,7.52
"1760","7501","FLOWERS","VERONICA",0.1,35.6,0.01,0.9,0.1,0.1,0.1,0.1,0.1,0.025
"1761","7501","FLOWERS","WATER HYACINTH",NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.51
"1762","7501","FLOWERS","WAXFLOWER",NA,14,NA,3.7,3.72,0.42,0.42,0.48,0.74,0.74
"1763","7501","FLOWERS","WILD GYP",202.1,190.4,0.5,9.3,0.25,NA,0.3,NA,20.6,NA
"1764","7501","FLOWERS","WILDFLOWERS",2129.11,1632.95,4056.63,3570.29,3316.96,2065.74,3064.24,4060.99,5216.582,5905.476
"1765","7501","FLOWERS","WOOD LILIES",4.89,NA,0.4,NA,0.45,NA,NA,NA,NA,NA
"1766","7501","FLOWERS","XERANTHEMUM",NA,NA,NA,0.1,NA,NA,NA,NA,1.09,0.05
"1767","7501","FLOWERS","YARROW",242.9,248.4,319.54,317.7,369.58,508.67,501.52,617.01,833.3508,725.66
"1768","7501","FLOWERS","ZINNIA",89.2,83.58,103.89,65.1,90.35,44.7,17.7104,26.5496,30.5938,85.2629
"1769","7505","SHRUBS/FORBS","COMPASS PLANT",NA,7.75,61.35,50.32,50.35,17.82,18.05,20.86,11.01,11.48
"1770","7505","SHRUBS/FORBS","ENGELMANNS DAISY",NA,NA,NA,NA,NA,NA,NA,NA,44.5,44.5
"1771","7505","SHRUBS/FORBS","FOURWING SALTBUSH",5,5,NA,11.82,85.1,12.32,12.32,86.06,86.06,86.06
"1772","7505","SHRUBS/FORBS","MIXED WILDFLOWERS/POLLINATOR HABITAT",NA,NA,NA,NA,NA,NA,NA,NA,1221.85,2583.13
"1773","7505","SHRUBS/FORBS","MWF",NA,NA,NA,NA,NA,NA,156.92,512.93,NA,NA
"1774","7505","SHRUBS/FORBS","PRAIRIE CONEFLOWER",NA,0.6,42.9,49.2,45.4,28.89,27.82,18.69,18.05,18.69
"1775","7505","SHRUBS/FORBS","WINTERFAT",NA,NA,1.2,2.88,11.3,10.28,4.56,4.56,6.56,6.56
"1776","7506","TREES, TIMBER","NULL",NA,NA,NA,786247.98,NA,NA,NA,NA,NA,NA
"1777","7506","TREES, TIMBER",NA,715040.6,717533.34,949963.79,NA,878121.96,808527.34,881510.11,899015.818,828024.862,734354.5296
